fens,moves,score
1r2r1k1/1q3ppp/8/P1p1b2P/1R4P1/1bBp3K/4nP2/1R6 w - - 0 37,b4b7,1
1r2r1k1/1R3ppp/8/P1p1b2P/6P1/1bBp3K/4nP2/1R6 b - - 0 37,b8c8,-1
2r1r1k1/1R3ppp/8/P1p1b2P/6P1/1bBp3K/4nP2/1R6 w - - 1 38,b7b8,1
1Rr1r1k1/5ppp/8/P1p1b2P/6P1/1bBp3K/4nP2/1R6 b - - 2 38,c8c7,-1
1R2r1k1/2r2ppp/8/P1p1b2P/6P1/1bBp3K/4nP2/1R6 w - - 3 39,b8e8,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,1
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,d7d5,-1
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,c2c4,1
rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,e7e6,-1
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,b1d2,1
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP1NPPPP/R1BQKBNR b KQkq - 1 3,g8f6,-1
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/8/PP1NPPPP/R1BQKBNR w KQkq - 2 4,g2g4,1
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP2P1/8/PP1NPP1P/R1BQKBNR b KQkq - 0 4,f8b4,-1
rnbqk2r/ppp2ppp/4pn2/3p4/1bPP2P1/8/PP1NPP1P/R1BQKBNR w KQkq - 1 5,g1f3,1
rnbqk2r/ppp2ppp/4pn2/3p4/1bPP2P1/5N2/PP1NPP1P/R1BQKB1R b KQkq - 2 5,e8g8,-1
rnbq1rk1/ppp2ppp/4pn2/3p4/1bPP2P1/5N2/PP1NPP1P/R1BQKB1R w KQ - 3 6,g4g5,1
rnbq1rk1/ppp2ppp/4pn2/3p2P1/1bPP4/5N2/PP1NPP1P/R1BQKB1R b KQ - 0 6,f6e4,-1
rnbq1rk1/ppp2ppp/4p3/3p2P1/1bPPn3/5N2/PP1NPP1P/R1BQKB1R w KQ - 1 7,f1g2,1
rnbq1rk1/ppp2ppp/4p3/3p2P1/1bPPn3/5N2/PP1NPPBP/R1BQK2R b KQ - 2 7,c8d7,-1
rn1q1rk1/pppb1ppp/4p3/3p2P1/1bPPn3/5N2/PP1NPPBP/R1BQK2R w KQ - 3 8,e1g1,1
rn1q1rk1/pppb1ppp/4p3/3p2P1/1bPPn3/5N2/PP1NPPBP/R1BQ1RK1 b - - 4 8,f7f5,-1
rn1q1rk1/pppb2pp/4p3/3p1pP1/1bPPn3/5N2/PP1NPPBP/R1BQ1RK1 w - f6 0 9,a2a3,1
rn1q1rk1/pppb2pp/4p3/3p1pP1/1bPPn3/P4N2/1P1NPPBP/R1BQ1RK1 b - - 0 9,b4c3,-1
rn1q1rk1/pppb2pp/4p3/3p1pP1/2PPn3/P1b2N2/1P1NPPBP/R1BQ1RK1 w - - 1 10,d2e4,1
rn1q1rk1/pppb2pp/4p3/3p1pP1/2PPN3/P1b2N2/1P2PPBP/R1BQ1RK1 b - - 0 10,f5e4,-1
rn1q1rk1/pppb2pp/4p3/3p2P1/2PPp3/P1b2N2/1P2PPBP/R1BQ1RK1 w - - 0 11,c4d5,1
rn1q1rk1/pppb2pp/4p3/3P2P1/3Pp3/P1b2N2/1P2PPBP/R1BQ1RK1 b - - 0 11,e6d5,-1
rn1q1rk1/pppb2pp/8/3p2P1/3Pp3/P1b2N2/1P2PPBP/R1BQ1RK1 w - - 0 12,b2c3,1
rn1q1rk1/pppb2pp/8/3p2P1/3Pp3/P1P2N2/4PPBP/R1BQ1RK1 b - - 0 12,e4f3,-1
rn1q1rk1/pppb2pp/8/3p2P1/3P4/P1P2p2/4PPBP/R1BQ1RK1 w - - 0 13,d1d2,1
rn1q1rk1/pppb2pp/8/3p2P1/3P4/P1P2p2/3QPPBP/R1B2RK1 b - - 1 13,f3g2,-1
rn1q1rk1/pppb2pp/8/3p2P1/3P4/P1P5/3QPPpP/R1B2RK1 w - - 0 14,d2d3,1
rn1q1rk1/pppb2pp/8/3p2P1/3P4/P1PQ4/4PPpP/R1B2RK1 b - - 1 14,b7b5,-1
rn1q1rk1/p1pb2pp/8/1p1p2P1/3P4/P1PQ4/4PPpP/R1B2RK1 w - - 0 15,f1e1,1
rn1q1rk1/p1pb2pp/8/1p1p2P1/3P4/P1PQ4/4PPpP/R1B1R1K1 b - - 1 15,d8e7,-1
rn3rk1/p1pbq1pp/8/1p1p2P1/3P4/P1PQ4/4PPpP/R1B1R1K1 w - - 2 16,g5g6,1
rn3rk1/p1pbq1pp/6P1/1p1p4/3P4/P1PQ4/4PPpP/R1B1R1K1 b - - 0 16,h7h6,-1
rn3rk1/p1pbq1p1/6Pp/1p1p4/3P4/P1PQ4/4PPpP/R1B1R1K1 w - - 0 17,c1g5,1
rn3rk1/p1pbq1p1/6Pp/1p1p2B1/3P4/P1PQ4/4PPpP/R3R1K1 b - - 1 17,e7g5,-1
rn3rk1/p1pb2p1/6Pp/1p1p2q1/3P4/P1PQ4/4PPpP/R3R1K1 w - - 0 18,e2e4,1
rn3rk1/p1pb2p1/6Pp/1p1p2q1/3PP3/P1PQ4/5PpP/R3R1K1 b - - 0 18,d5e4,-1
rn3rk1/p1pb2p1/6Pp/1p4q1/3Pp3/P1PQ4/5PpP/R3R1K1 w - - 0 19,d3e4,1
rn3rk1/p1pb2p1/6Pp/1p4q1/3PQ3/P1P5/5PpP/R3R1K1 b - - 0 19,g5g4,-1
rn3rk1/p1pb2p1/6Pp/1p6/3PQ1q1/P1P5/5PpP/R3R1K1 w - - 1 20,e4g4,1
rn3rk1/p1pb2p1/6Pp/1p6/3P2Q1/P1P5/5PpP/R3R1K1 b - - 0 20,b8c6,-1
r4rk1/p1pb2p1/2n3Pp/1p6/3P2Q1/P1P5/5PpP/R3R1K1 w - - 1 21,e1e7,1
r4rk1/p1pbR1p1/2n3Pp/1p6/3P2Q1/P1P5/5PpP/R5K1 b - - 2 21,c6d4,-1
r4rk1/p1pbR1p1/6Pp/1p6/3n2Q1/P1P5/5PpP/R5K1 w - - 0 22,g4f3,1
r4rk1/p1pbR1p1/6Pp/1p6/3n4/P1P2Q2/5PpP/R5K1 b - - 1 22,d4f3,-1
r4rk1/p1pbR1p1/6Pp/1p6/8/P1P2n2/5PpP/R5K1 w - - 0 23,g1g2,1
r4rk1/p1pbR1p1/6Pp/1p6/8/P1P2n2/5PKP/R7 b - - 0 23,f3g5,-1
r4rk1/p1pbR1p1/6Pp/1p4n1/8/P1P5/5PKP/R7 w - - 1 24,e7e8,1
r3Rrk1/p1pb2p1/6Pp/1p4n1/8/P1P5/5PKP/R7 b - - 2 24,f8e8,-1
r3r1k1/p1pb2p1/6Pp/1p4n1/8/P1P5/5PKP/R7 w - - 0 25,a1e1,1
r3r1k1/p1pb2p1/6Pp/1p4n1/8/P1P5/5PKP/4R3 b - - 1 25,a8d8,-1
3rr1k1/p1pb2p1/6Pp/1p4n1/8/P1P5/5PKP/4R3 w - - 2 26,a3a4,1
3rr1k1/p1pb2p1/6Pp/1p4n1/P7/2P5/5PKP/4R3 b - - 0 26,d7e6,-1
3rr1k1/p1p3p1/4b1Pp/1p4n1/P7/2P5/5PKP/4R3 w - - 1 27,a4b5,1
3rr1k1/p1p3p1/4b1Pp/1P4n1/8/2P5/5PKP/4R3 b - - 0 27,d8d7,-1
4r1k1/p1pr2p1/4b1Pp/1P4n1/8/2P5/5PKP/4R3 w - - 1 28,e1e3,1
4r1k1/p1pr2p1/4b1Pp/1P4n1/8/2P1R3/5PKP/8 b - - 2 28,e8c8,-1
2r3k1/p1pr2p1/4b1Pp/1P4n1/8/2P1R3/5PKP/8 w - - 3 29,h2h4,1
2r3k1/p1pr2p1/4b1Pp/1P4n1/7P/2P1R3/5PK1/8 b - - 0 29,g5f3,-1
2r3k1/p1pr2p1/4b1Pp/1P6/7P/2P1Rn2/5PK1/8 w - - 1 30,e3f3,1
2r3k1/p1pr2p1/4b1Pp/1P6/7P/2P2R2/5PK1/8 b - - 0 30,e6f5,-1
2r3k1/p1pr2p1/6Pp/1P3b2/7P/2P2R2/5PK1/8 w - - 1 31,f3f4,1
2r3k1/p1pr2p1/6Pp/1P3b2/5R1P/2P5/5PK1/8 b - - 2 31,f5e4,-1
2r3k1/p1pr2p1/6Pp/1P6/4bR1P/2P5/5PK1/8 w - - 3 32,f4e4,1
2r3k1/p1pr2p1/6Pp/1P6/4R2P/2P5/5PK1/8 b - - 0 32,c8b8,-1
1r4k1/p1pr2p1/6Pp/1P6/4R2P/2P5/5PK1/8 w - - 1 33,g2g3,1
1r4k1/p1pr2p1/6Pp/1P6/4R2P/2P3K1/5P2/8 b - - 2 33,d7d6,-1
1r4k1/p1p3p1/3r2Pp/1P6/4R2P/2P3K1/5P2/8 w - - 3 34,e4f4,1
1r4k1/p1p3p1/3r2Pp/1P6/5R1P/2P3K1/5P2/8 b - - 4 34,d6c6,-1
1r4k1/p1p3p1/2r3Pp/1P6/5R1P/2P3K1/5P2/8 w - - 5 35,b5c6,1
1r4k1/p1p3p1/2P3Pp/8/5R1P/2P3K1/5P2/8 b - - 0 35,b8c8,-1
2r3k1/p1p3p1/2P3Pp/8/5R1P/2P3K1/5P2/8 w - - 1 36,g3g4,1
2r3k1/p1p3p1/2P3Pp/8/5RKP/2P5/5P2/8 b - - 2 36,c8b8,-1
1r4k1/p1p3p1/2P3Pp/8/5RKP/2P5/5P2/8 w - - 3 37,h4h5,1
1r4k1/p1p3p1/2P3Pp/7P/5RK1/2P5/5P2/8 b - - 0 37,b8c8,-1
2r3k1/p1p3p1/2P3Pp/7P/5RK1/2P5/5P2/8 w - - 1 38,f4e4,1
2r3k1/p1p3p1/2P3Pp/7P/4R1K1/2P5/5P2/8 b - - 2 38,c8b8,-1
1r4k1/p1p3p1/2P3Pp/7P/4R1K1/2P5/5P2/8 w - - 3 39,e4e7,1
1r4k1/p1p1R1p1/2P3Pp/7P/6K1/2P5/5P2/8 b - - 4 39,b8c8,-1
2r3k1/p1p1R1p1/2P3Pp/7P/6K1/2P5/5P2/8 w - - 5 40,g4f4,1
2r3k1/p1p1R1p1/2P3Pp/7P/5K2/2P5/5P2/8 b - - 6 40,c8b8,-1
1r4k1/p1p1R1p1/2P3Pp/7P/5K2/2P5/5P2/8 w - - 7 41,f4g4,1
1r4k1/p1p1R1p1/2P3Pp/7P/6K1/2P5/5P2/8 b - - 8 41,b8c8,-1
2r3k1/p1p1R1p1/2P3Pp/7P/6K1/2P5/5P2/8 w - - 9 42,e7e8,1
2r1R1k1/p1p3p1/2P3Pp/7P/6K1/2P5/5P2/8 b - - 10 42,c8e8,-1
4r1k1/p1p3p1/2P3Pp/7P/6K1/2P5/5P2/8 w - - 0 43,c3c4,1
4r1k1/p1p3p1/2P3Pp/7P/2P3K1/8/5P2/8 b - - 0 43,e8e2,-1
6k1/p1p3p1/2P3Pp/7P/2P3K1/8/4rP2/8 w - - 1 44,g4h4,1
6k1/p1p3p1/2P3Pp/7P/2P4K/8/4rP2/8 b - - 2 44,e2e1,-1
6k1/p1p3p1/2P3Pp/7P/2P4K/8/5P2/4r3 w - - 3 45,h4g4,1
6k1/p1p3p1/2P3Pp/7P/2P3K1/8/5P2/4r3 b - - 4 45,e1e2,-1
6k1/p1p3p1/2P3Pp/7P/2P3K1/8/4rP2/8 w - - 5 46,g4f5,1
6k1/p1p3p1/2P3Pp/5K1P/2P5/8/4rP2/8 b - - 6 46,e2e1,-1
6k1/p1p3p1/2P3Pp/5K1P/2P5/8/5P2/4r3 w - - 7 47,f5f4,1
6k1/p1p3p1/2P3Pp/7P/2P2K2/8/5P2/4r3 b - - 8 47,e1e2,-1
6k1/p1p3p1/2P3Pp/7P/2P2K2/8/4rP2/8 w - - 9 48,f4g4,1
6k1/p1p3p1/2P3Pp/7P/2P3K1/8/4rP2/8 b - - 10 48,e2e1,-1
6k1/p1p3p1/2P3Pp/7P/2P3K1/8/5P2/4r3 w - - 11 49,g4f3,1
6k1/p1p3p1/2P3Pp/7P/2P5/5K2/5P2/4r3 b - - 12 49,e1e2,-1
6k1/p1p3p1/2P3Pp/7P/2P5/5K2/4rP2/8 w - - 13 50,f3e2,1
6k1/p1p3p1/2P3Pp/7P/2P5/8/4KP2/8 b - - 0 50,g8f8,-1
5k2/p1p3p1/2P3Pp/7P/2P5/8/4KP2/8 w - - 1 51,e2e3,1
5k2/p1p3p1/2P3Pp/7P/2P5/4K3/5P2/8 b - - 2 51,f8e8,-1
4k3/p1p3p1/2P3Pp/7P/2P5/4K3/5P2/8 w - - 3 52,e3f4,1
4k3/p1p3p1/2P3Pp/7P/2P2K2/8/5P2/8 b - - 4 52,e8f8,-1
5k2/p1p3p1/2P3Pp/7P/2P2K2/8/5P2/8 w - - 5 53,c4c5,1
5k2/p1p3p1/2P3Pp/2P4P/5K2/8/5P2/8 b - - 0 53,f8e8,-1
4k3/p1p3p1/2P3Pp/2P4P/5K2/8/5P2/8 w - - 1 54,f4g3,1
4k3/p1p3p1/2P3Pp/2P4P/8/6K1/5P2/8 b - - 2 54,e8f8,-1
5k2/p1p3p1/2P3Pp/2P4P/8/6K1/5P2/8 w - - 3 55,g3f3,1
5k2/p1p3p1/2P3Pp/2P4P/8/5K2/5P2/8 b - - 4 55,f8e8,-1
4k3/p1p3p1/2P3Pp/2P4P/8/5K2/5P2/8 w - - 5 56,f3e4,1
4k3/p1p3p1/2P3Pp/2P4P/4K3/8/5P2/8 b - - 6 56,e8f8,-1
5k2/p1p3p1/2P3Pp/2P4P/4K3/8/5P2/8 w - - 7 57,e4d4,1
5k2/p1p3p1/2P3Pp/2P4P/3K4/8/5P2/8 b - - 8 57,f8e8,-1
4k3/p1p3p1/2P3Pp/2P4P/3K4/8/5P2/8 w - - 9 58,d4e5,1
4k3/p1p3p1/2P3Pp/2P1K2P/8/8/5P2/8 b - - 10 58,e8f8,-1
5k2/p1p3p1/2P3Pp/2P1K2P/8/8/5P2/8 w - - 11 59,e5d5,1
5k2/p1p3p1/2P3Pp/2PK3P/8/8/5P2/8 b - - 12 59,f8e8,-1
4k3/p1p3p1/2P3Pp/2PK3P/8/8/5P2/8 w - - 13 60,d5e6,1
4k3/p1p3p1/2P1K1Pp/2P4P/8/8/5P2/8 b - - 14 60,e8f8,-1
5k2/p1p3p1/2P1K1Pp/2P4P/8/8/5P2/8 w - - 15 61,e6d7,1
5k2/p1pK2p1/2P3Pp/2P4P/8/8/5P2/8 b - - 16 61,f8g8,-1
6k1/p1pK2p1/2P3Pp/2P4P/8/8/5P2/8 w - - 17 62,d7d8,1
3K2k1/p1p3p1/2P3Pp/2P4P/8/8/5P2/8 b - - 18 62,g8f8,-1
3K1k2/p1p3p1/2P3Pp/2P4P/8/8/5P2/8 w - - 19 63,d8c7,1
5k2/p1K3p1/2P3Pp/2P4P/8/8/5P2/8 b - - 0 63,f8e8,-1
4k3/p1K3p1/2P3Pp/2P4P/8/8/5P2/8 w - - 1 64,c7d6,1
4k3/p5p1/2PK2Pp/2P4P/8/8/5P2/8 b - - 2 64,e8f8,-1
5k2/p5p1/2PK2Pp/2P4P/8/8/5P2/8 w - - 3 65,d6d5,1
5k2/p5p1/2P3Pp/2PK3P/8/8/5P2/8 b - - 4 65,f8e8,-1
4k3/p5p1/2P3Pp/2PK3P/8/8/5P2/8 w - - 5 66,c6c7,1
4k3/p1P3p1/6Pp/2PK3P/8/8/5P2/8 b - - 0 66,e8f8,-1
5k2/p1P3p1/6Pp/2PK3P/8/8/5P2/8 w - - 1 67,d5d6,1
5k2/p1P3p1/3K2Pp/2P4P/8/8/5P2/8 b - - 2 67,f8e8,-1
4k3/p1P3p1/3K2Pp/2P4P/8/8/5P2/8 w - - 3 68,c5c6,1
4k3/p1P3p1/2PK2Pp/7P/8/8/5P2/8 b - - 0 68,e8f8,-1
5k2/p1P3p1/2PK2Pp/7P/8/8/5P2/8 w - - 1 69,d6d7,1
5k2/p1PK2p1/2P3Pp/7P/8/8/5P2/8 b - - 2 69,f8g8,-1
6k1/p1PK2p1/2P3Pp/7P/8/8/5P2/8 w - - 3 70,d7e6,1
6k1/p1P3p1/2P1K1Pp/7P/8/8/5P2/8 b - - 4 70,g8f8,-1
5k2/p1P3p1/2P1K1Pp/7P/8/8/5P2/8 w - - 5 71,e6d7,1
5k2/p1PK2p1/2P3Pp/7P/8/8/5P2/8 b - - 6 71,f8g8,-1
6k1/p1PK2p1/2P3Pp/7P/8/8/5P2/8 w - - 7 72,d7e6,1
6k1/p1P3p1/2P1K1Pp/7P/8/8/5P2/8 b - - 8 72,g8f8,-1
5k2/p1P3p1/2P1K1Pp/7P/8/8/5P2/8 w - - 9 73,e6e5,1
5k2/p1P3p1/2P3Pp/4K2P/8/8/5P2/8 b - - 10 73,f8e8,-1
4k3/p1P3p1/2P3Pp/4K2P/8/8/5P2/8 w - - 11 74,e5e6,1
4k3/p1P3p1/2P1K1Pp/7P/8/8/5P2/8 b - - 12 74,e8f8,-1
5k2/p1P3p1/2P1K1Pp/7P/8/8/5P2/8 w - - 13 75,e6d7,1
5k2/p1PK2p1/2P3Pp/7P/8/8/5P2/8 b - - 14 75,f8g8,-1
6k1/p1PK2p1/2P3Pp/7P/8/8/5P2/8 w - - 15 76,d7e6,1
6k1/p1P3p1/2P1K1Pp/7P/8/8/5P2/8 b - - 16 76,g8f8,-1
5k2/p1P3p1/2P1K1Pp/7P/8/8/5P2/8 w - - 17 77,f2f3,1
5k2/p1P3p1/2P1K1Pp/7P/8/5P2/8/8 b - - 0 77,f8e8,-1
4k3/p1P3p1/2P1K1Pp/7P/8/5P2/8/8 w - - 1 78,e6d6,1
4k3/p1P3p1/2PK2Pp/7P/8/5P2/8/8 b - - 2 78,e8f8,-1
5k2/p1P3p1/2PK2Pp/7P/8/5P2/8/8 w - - 3 79,d6c5,1
5k2/p1P3p1/2P3Pp/2K4P/8/5P2/8/8 b - - 4 79,f8e8,-1
4k3/p1P3p1/2P3Pp/2K4P/8/5P2/8/8 w - - 5 80,c5d4,1
4k3/p1P3p1/2P3Pp/7P/3K4/5P2/8/8 b - - 6 80,e8f8,-1
5k2/p1P3p1/2P3Pp/7P/3K4/5P2/8/8 w - - 7 81,d4e5,1
5k2/p1P3p1/2P3Pp/4K2P/8/5P2/8/8 b - - 8 81,f8e8,-1
4k3/p1P3p1/2P3Pp/4K2P/8/5P2/8/8 w - - 9 82,e5d6,1
4k3/p1P3p1/2PK2Pp/7P/8/5P2/8/8 b - - 10 82,e8f8,-1
5k2/p1P3p1/2PK2Pp/7P/8/5P2/8/8 w - - 11 83,d6d7,1
5k2/p1PK2p1/2P3Pp/7P/8/5P2/8/8 b - - 12 83,f8g8,-1
6k1/p1PK2p1/2P3Pp/7P/8/5P2/8/8 w - - 13 84,d7e7,1
6k1/p1P1K1p1/2P3Pp/7P/8/5P2/8/8 b - - 14 84,a7a5,-1
6k1/2P1K1p1/2P3Pp/p6P/8/5P2/8/8 w - - 0 85,e7d7,1
6k1/2PK2p1/2P3Pp/p6P/8/5P2/8/8 b - - 1 85,g8f8,-1
5k2/2PK2p1/2P3Pp/p6P/8/5P2/8/8 w - - 2 86,c7c8q,1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,h2h3,1
rnbqkbnr/pppppppp/8/8/8/7P/PPPPPPP1/RNBQKBNR b KQkq - 0 1,e7e5,-1
rnbqkbnr/pppp1ppp/8/4p3/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 0 2,c2c4,1
rnbqkbnr/pppp1ppp/8/4p3/2P5/7P/PP1PPPP1/RNBQKBNR b KQkq - 0 2,b8c6,-1
r1bqkbnr/pppp1ppp/2n5/4p3/2P5/7P/PP1PPPP1/RNBQKBNR w KQkq - 1 3,b1c3,1
r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N4P/PP1PPPP1/R1BQKBNR b KQkq - 2 3,g8f6,-1
r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N4P/PP1PPPP1/R1BQKBNR w KQkq - 3 4,e2e3,1
r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N1P2P/PP1P1PP1/R1BQKBNR b KQkq - 0 4,f8c5,-1
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2P5/2N1P2P/PP1P1PP1/R1BQKBNR w KQkq - 1 5,g1f3,1
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2P5/2N1PN1P/PP1P1PP1/R1BQKB1R b KQkq - 2 5,e8g8,-1
r1bq1rk1/pppp1ppp/2n2n2/2b1p3/2P5/2N1PN1P/PP1P1PP1/R1BQKB1R w KQ - 3 6,f1e2,1
r1bq1rk1/pppp1ppp/2n2n2/2b1p3/2P5/2N1PN1P/PP1PBPP1/R1BQK2R b KQ - 4 6,d7d5,-1
r1bq1rk1/ppp2ppp/2n2n2/2bpp3/2P5/2N1PN1P/PP1PBPP1/R1BQK2R w KQ - 0 7,c4d5,1
r1bq1rk1/ppp2ppp/2n2n2/2bPp3/8/2N1PN1P/PP1PBPP1/R1BQK2R b KQ - 0 7,c6d4,-1
r1bq1rk1/ppp2ppp/5n2/2bPp3/3n4/2N1PN1P/PP1PBPP1/R1BQK2R w KQ - 1 8,f3d4,1
r1bq1rk1/ppp2ppp/5n2/2bPp3/3N4/2N1P2P/PP1PBPP1/R1BQK2R b KQ - 0 8,e5d4,-1
r1bq1rk1/ppp2ppp/5n2/2bP4/3p4/2N1P2P/PP1PBPP1/R1BQK2R w KQ - 0 9,d1a4,1
r1bq1rk1/ppp2ppp/5n2/2bP4/Q2p4/2N1P2P/PP1PBPP1/R1B1K2R b KQ - 1 9,d4e3,-1
r1bq1rk1/ppp2ppp/5n2/2bP4/Q7/2N1p2P/PP1PBPP1/R1B1K2R w KQ - 0 10,f2e3,1
r1bq1rk1/ppp2ppp/5n2/2bP4/Q7/2N1P2P/PP1PB1P1/R1B1K2R b KQ - 0 10,c8g4,-1
r2q1rk1/ppp2ppp/5n2/2bP4/Q5b1/2N1P2P/PP1PB1P1/R1B1K2R w KQ - 1 11,a4c6,1
r2q1rk1/ppp2ppp/2Q2n2/2bP4/6b1/2N1P2P/PP1PB1P1/R1B1K2R b KQ - 2 11,g4e6,-1
r2q1rk1/ppp2ppp/2Q1bn2/2bP4/8/2N1P2P/PP1PB1P1/R1B1K2R w KQ - 3 12,c6b7,1
r2q1rk1/pQp2ppp/4bn2/2bP4/8/2N1P2P/PP1PB1P1/R1B1K2R b KQ - 0 12,e6d5,-1
r2q1rk1/pQp2ppp/5n2/2bb4/8/2N1P2P/PP1PB1P1/R1B1K2R w KQ - 0 13,e1g1,1
r2q1rk1/pQp2ppp/5n2/2bb4/8/2N1P2P/PP1PB1P1/R1B2RK1 b - - 1 13,h7h6,-1
r2q1rk1/pQp2pp1/5n1p/2bb4/8/2N1P2P/PP1PB1P1/R1B2RK1 w - - 0 14,c3b1,1
r2q1rk1/pQp2pp1/5n1p/2bb4/8/4P2P/PP1PB1P1/RNB2RK1 b - - 1 14,a8c8,-1
2rq1rk1/pQp2pp1/5n1p/2bb4/8/4P2P/PP1PB1P1/RNB2RK1 w - - 2 15,d2d3,1
2rq1rk1/pQp2pp1/5n1p/2bb4/8/3PP2P/PP2B1P1/RNB2RK1 b - - 0 15,c5b6,-1
2rq1rk1/pQp2pp1/1b3n1p/3b4/8/3PP2P/PP2B1P1/RNB2RK1 w - - 1 16,f1f6,1
2rq1rk1/pQp2pp1/1b3R1p/3b4/8/3PP2P/PP2B1P1/RNB3K1 b - - 0 16,g7f6,-1
2rq1rk1/pQp2p2/1b3p1p/3b4/8/3PP2P/PP2B1P1/RNB3K1 w - - 0 17,b7a7,1
2rq1rk1/Q1p2p2/1b3p1p/3b4/8/3PP2P/PP2B1P1/RNB3K1 b - - 0 17,d5e4,-1
2rq1rk1/Q1p2p2/1b3p1p/8/4b3/3PP2P/PP2B1P1/RNB3K1 w - - 1 18,a7b7,1
2rq1rk1/1Qp2p2/1b3p1p/8/4b3/3PP2P/PP2B1P1/RNB3K1 b - - 2 18,e4f3,-1
2rq1rk1/1Qp2p2/1b3p1p/8/8/3PPb1P/PP2B1P1/RNB3K1 w - - 3 19,g2f3,1
2rq1rk1/1Qp2p2/1b3p1p/8/8/3PPP1P/PP2B3/RNB3K1 b - - 0 19,b6c5,-1
2rq1rk1/1Qp2p2/5p1p/2b5/8/3PPP1P/PP2B3/RNB3K1 w - - 1 20,a2a3,1
2rq1rk1/1Qp2p2/5p1p/2b5/8/P2PPP1P/1P2B3/RNB3K1 b - - 0 20,c5d4,-1
2rq1rk1/1Qp2p2/5p1p/8/3b4/P2PPP1P/1P2B3/RNB3K1 w - - 1 21,e3d4,1
2rq1rk1/1Qp2p2/5p1p/8/3P4/P2P1P1P/1P2B3/RNB3K1 b - - 0 21,d8d6,-1
2r2rk1/1Qp2p2/3q1p1p/8/3P4/P2P1P1P/1P2B3/RNB3K1 w - - 1 22,b7b8,1
1Qr2rk1/2p2p2/3q1p1p/8/3P4/P2P1P1P/1P2B3/RNB3K1 b - - 2 22,c8d8,-1
1Q1r1rk1/2p2p2/3q1p1p/8/3P4/P2P1P1P/1P2B3/RNB3K1 w - - 3 23,c1f4,1
1Q1r1rk1/2p2p2/3q1p1p/8/3P1B2/P2P1P1P/1P2B3/RN4K1 b - - 4 23,d6c5,-1
1Q1r1rk1/2p2p2/5p1p/2q5/3P1B2/P2P1P1P/1P2B3/RN4K1 w - - 5 24,f4g3,1
1Q1r1rk1/2p2p2/5p1p/2q5/3P4/P2P1PBP/1P2B3/RN4K1 b - - 6 24,c5b6,-1
1Q1r1rk1/2p2p2/1q3p1p/8/3P4/P2P1PBP/1P2B3/RN4K1 w - - 7 25,b8c7,1
3r1rk1/2Q2p2/1q3p1p/8/3P4/P2P1PBP/1P2B3/RN4K1 b - - 0 25,b6a5,-1
3r1rk1/2Q2p2/5p1p/q7/3P4/P2P1PBP/1P2B3/RN4K1 w - - 1 26,c7a5,1
3r1rk1/5p2/5p1p/Q7/3P4/P2P1PBP/1P2B3/RN4K1 b - - 0 26,d8c8,-1
2r2rk1/5p2/5p1p/Q7/3P4/P2P1PBP/1P2B3/RN4K1 w - - 1 27,a3a4,1
2r2rk1/5p2/5p1p/Q7/P2P4/3P1PBP/1P2B3/RN4K1 b - - 0 27,f8e8,-1
2r1r1k1/5p2/5p1p/Q7/P2P4/3P1PBP/1P2B3/RN4K1 w - - 1 28,a5a7,1
2r1r1k1/Q4p2/5p1p/8/P2P4/3P1PBP/1P2B3/RN4K1 b - - 2 28,c8b8,-1
1r2r1k1/Q4p2/5p1p/8/P2P4/3P1PBP/1P2B3/RN4K1 w - - 3 29,a7c5,1
1r2r1k1/5p2/5p1p/2Q5/P2P4/3P1PBP/1P2B3/RN4K1 b - - 4 29,b8c8,-1
2r1r1k1/5p2/5p1p/2Q5/P2P4/3P1PBP/1P2B3/RN4K1 w - - 5 30,b1d2,1
2r1r1k1/5p2/5p1p/2Q5/P2P4/3P1PBP/1P1NB3/R5K1 b - - 6 30,c8b8,-1
1r2r1k1/5p2/5p1p/2Q5/P2P4/3P1PBP/1P1NB3/R5K1 w - - 7 31,a1f1,1
1r2r1k1/5p2/5p1p/2Q5/P2P4/3P1PBP/1P1NB3/5RK1 b - - 8 31,b8c8,-1
2r1r1k1/5p2/5p1p/2Q5/P2P4/3P1PBP/1P1NB3/5RK1 w - - 9 32,d2e4,1
